Status,Trace,Trace Length,Estimated Value
SUCCESS,Trace 1,62,1205.3631126880646
SUCCESS,Trace 1,62,1248.1608664989471
SUCCESS,Trace 1,62,1248.1393241882324
FAIL,Trace 1,5,72.42215991020203
SUCCESS,Trace 1,62,1273.1876504421234
SUCCESS,Trace 1,62,1278.2090854644775
SUCCESS,Trace 1,62,1318.1953966617584
SUCCESS,Trace 1,62,1243.1786584854126
SUCCESS,Trace 1,62,1245.4290747642517
SUCCESS,Trace 1,62,1268.0452996492386
SUCCESS,Trace 1,62,1273.1385827064514
SUCCESS,Trace 1,62,1203.224778175354
SUCCESS,Trace 1,62,1208.2019329071045
SUCCESS,Trace 1,62,1290.3091537952423
SUCCESS,Trace 1,62,1283.2239198684692
SUCCESS,Trace 1,62,1227.8294682502747
SUCCESS,Trace 1,62,1285.2425622940063
SUCCESS,Trace 1,62,1268.1307816505432
SUCCESS,Trace 1,62,1233.1876170635223
SUCCESS,Trace 1,62,1227.8872126340866
SUCCESS,Trace 1,62,1203.148474097252
SUCCESS,Trace 1,62,1233.0887174606323
SUCCESS,Trace 1,62,1318.2091200351715
SUCCESS,Trace 1,62,1323.1483137607574
SUCCESS,Trace 1,62,1283.138530254364
SUCCESS,Trace 1,62,1297.6696407794952
SUCCESS,Trace 1,62,1223.1468105316162
SUCCESS,Trace 1,62,1268.1218659877777
FAIL,Trace 1,29,557.3091885447502
SUCCESS,Trace 1,62,1228.1432592868805
SUCCESS,Trace 1,62,1253.258295059204
SUCCESS,Trace 1,62,1203.225313425064
SUCCESS,Trace 1,62,1288.2349157333374
SUCCESS,Trace 1,62,1218.218857049942
SUCCESS,Trace 1,62,1207.892363667488
SUCCESS,Trace 1,62,1312.654082775116
SUCCESS,Trace 1,62,1277.7560460567474
SUCCESS,Trace 1,62,1223.0703043937683
SUCCESS,Trace 1,62,1238.258296251297
SUCCESS,Trace 1,62,1228.1089663505554
SUCCESS,Trace 1,62,1223.2349157333374
SUCCESS,Trace 1,62,1233.1521618366241
SUCCESS,Trace 1,62,1223.188259601593
SUCCESS,Trace 1,62,1278.209981918335
SUCCESS,Trace 1,62,1248.17289352417
SUCCESS,Trace 1,62,1228.2012248039246
SUCCESS,Trace 1,62,1298.1875789165497
SUCCESS,Trace 1,62,1298.2340741157532
SUCCESS,Trace 1,62,1325.4225015640259
SUCCESS,Trace 1,62,1233.258295059204
SUCCESS,Trace 1,62,1293.1440043449402
SUCCESS,Trace 1,62,1248.2349133491516
SUCCESS,Trace 1,62,1283.2348036766052
SUCCESS,Trace 1,62,1238.2582879066467
SUCCESS,Trace 1,62,1208.2349133491516
SUCCESS,Trace 1,62,1208.2012271881104
SUCCESS,Trace 1,62,1278.209936618805
SUCCESS,Trace 1,62,1203.163458108902
SUCCESS,Trace 1,62,1253.1857478618622
SUCCESS,Trace 1,62,1268.1882953643799
FAIL,Trace 1,6,88.70317161083221
SUCCESS,Trace 1,62,1233.258295059204
SUCCESS,Trace 1,62,1238.209227323532
SUCCESS,Trace 1,62,1203.1875789165497
SUCCESS,Trace 1,62,1243.0970764160156
SUCCESS,Trace 1,62,1263.2574462890625
SUCCESS,Trace 1,62,1298.1640231609344
SUCCESS,Trace 1,62,1385.3518879413605
SUCCESS,Trace 1,62,1225.0565075874329
SUCCESS,Trace 1,62,1307.862343788147
SUCCESS,Trace 1,62,1288.2090854644775
SUCCESS,Trace 1,62,1238.1545901298523
SUCCESS,Trace 1,62,1343.0634492635727
SUCCESS,Trace 1,62,1363.23495388031
SUCCESS,Trace 1,62,1258.1529819965363
SUCCESS,Trace 1,62,1313.2284557819366
SUCCESS,Trace 1,62,1268.187654018402
SUCCESS,Trace 1,62,1253.1547009944916
SUCCESS,Trace 1,62,1203.1402826309204
SUCCESS,Trace 1,62,1228.2349145412445
SUCCESS,Trace 1,62,1258.2349133491516
SUCCESS,Trace 1,62,1218.1802701950073
SUCCESS,Trace 1,62,1203.1917977333069
SUCCESS,Trace 1,62,1208.2582926750183
SUCCESS,Trace 1,62,1273.1778144836426
SUCCESS,Trace 1,62,1292.829316854477
SUCCESS,Trace 1,62,1248.11128616333
SUCCESS,Trace 1,62,1253.258295059204
SUCCESS,Trace 1,62,1213.2247805595398
SUCCESS,Trace 1,62,1230.3557801246643
SUCCESS,Trace 1,62,1218.1552815437317
SUCCESS,Trace 1,62,1308.234794139862
SUCCESS,Trace 1,62,1313.185852766037
SUCCESS,Trace 1,62,1285.269591808319
SUCCESS,Trace 1,62,1262.8857231140137
SUCCESS,Trace 1,62,1213.2131886482239
SUCCESS,Trace 1,62,1248.130714893341
SUCCESS,Trace 1,62,1283.2582879066467
SUCCESS,Trace 1,62,1233.1531536579132
SUCCESS,Trace 1,62,1248.0542886257172
SUCCESS,Trace 1,62,1292.8857207298279
SUCCESS,Trace 1,62,1203.0682814121246
SUCCESS,Trace 1,62,1213.1882095336914
SUCCESS,Trace 1,62,1225.3955602645874
SUCCESS,Trace 1,62,1262.8857254981995
SUCCESS,Trace 1,62,1273.2349181175232
SUCCESS,Trace 1,62,1243.1385254859924
SUCCESS,Trace 1,62,1203.1588172912598
SUCCESS,Trace 1,62,1258.2099294662476
SUCCESS,Trace 1,62,1238.2109940052032
SUCCESS,Trace 1,62,1268.1709599494934
SUCCESS,Trace 1,62,1207.5144928693771
SUCCESS,Trace 1,62,1227.829351425171
SUCCESS,Trace 1,62,1228.258295059204
SUCCESS,Trace 1,62,1272.8848707675934
SUCCESS,Trace 1,62,1228.2349157333374
SUCCESS,Trace 1,62,1358.2098174095154
SUCCESS,Trace 1,62,1238.2010340690613
SUCCESS,Trace 1,62,1267.9452657699585
SUCCESS,Trace 1,62,1228.1853330135345
SUCCESS,Trace 1,62,1338.1642591953278
SUCCESS,Trace 1,62,1228.1547403335571
SUCCESS,Trace 1,62,1232.3326295614243
SUCCESS,Trace 1,62,1262.5312155485153
SUCCESS,Trace 1,62,1238.1471228599548
SUCCESS,Trace 1,62,1213.1795072555542
SUCCESS,Trace 1,62,1228.1802082061768
SUCCESS,Trace 1,62,1233.25829744339
SUCCESS,Trace 1,62,1288.2248425483704
SUCCESS,Trace 1,62,1228.234897851944
SUCCESS,Trace 1,62,1218.1552815437317
SUCCESS,Trace 1,62,1213.258295059204
SUCCESS,Trace 1,62,1293.25829744339
SUCCESS,Trace 1,62,1223.2582902908325
SUCCESS,Trace 1,62,1298.1450355052948
SUCCESS,Trace 1,62,1345.3791499137878
SUCCESS,Trace 1,62,1208.0032271146774
SUCCESS,Trace 1,62,1293.0258893966675
SUCCESS,Trace 1,62,1238.0390584468842
SUCCESS,Trace 1,62,1255.3590059280396
SUCCESS,Trace 1,62,1248.185852766037
SUCCESS,Trace 1,62,1247.9745954275131
SUCCESS,Trace 1,62,1302.7856707572937
SUCCESS,Trace 1,62,1247.8406202793121
SUCCESS,Trace 1,62,1223.178607225418
SUCCESS,Trace 1,62,1288.2340669631958
SUCCESS,Trace 1,62,1253.2099282741547
SUCCESS,Trace 1,62,1237.9775094985962
SUCCESS,Trace 1,62,1223.1263399124146
SUCCESS,Trace 1,62,1268.188226222992
SUCCESS,Trace 1,62,1268.2582926750183
SUCCESS,Trace 1,62,1208.1596040725708
SUCCESS,Trace 1,62,1213.1882238388062
SUCCESS,Trace 1,62,1252.9331767559052
SUCCESS,Trace 1,62,1208.0989563465118
SUCCESS,Trace 1,62,1293.1477546691895
SUCCESS,Trace 1,62,1300.3465008735657
SUCCESS,Trace 1,62,1243.0826675891876
SUCCESS,Trace 1,62,1223.1361639499664
SUCCESS,Trace 1,62,1305.3082132339478
SUCCESS,Trace 1,62,1243.2034695148468
SUCCESS,Trace 1,62,1307.7815639972687
SUCCESS,Trace 1,62,1257.738071680069
SUCCESS,Trace 1,62,1218.2248425483704
SUCCESS,Trace 1,62,1313.185851573944
SUCCESS,Trace 1,62,1258.2349181175232
SUCCESS,Trace 1,62,1313.2582986354828
SUCCESS,Trace 1,62,1262.627066373825
FAIL,Trace 1,19,342.35429733991623
SUCCESS,Trace 1,62,1208.2012271881104
SUCCESS,Trace 1,62,1293.0475044250488
SUCCESS,Trace 1,62,1263.1390511989594
SUCCESS,Trace 1,62,1203.155243396759
SUCCESS,Trace 1,62,1213.0278515815735
SUCCESS,Trace 1,62,1302.879147529602
SUCCESS,Trace 1,62,1263.1947886943817
SUCCESS,Trace 1,62,1323.1858575344086
SUCCESS,Trace 1,62,1243.1577217578888
SUCCESS,Trace 1,62,1355.3800129890442
SUCCESS,Trace 1,62,1208.2012271881104
SUCCESS,Trace 1,62,1328.18821310997
SUCCESS,Trace 1,62,1228.2349133491516
SUCCESS,Trace 1,62,1208.2253122329712
SUCCESS,Trace 1,62,1329.820683002472
SUCCESS,Trace 1,62,1253.25829744339
SUCCESS,Trace 1,62,1292.7899146080017
SUCCESS,Trace 1,62,1203.1882238388062
SUCCESS,Trace 1,62,1208.2019329071045
SUCCESS,Trace 1,62,1248.054713010788
SUCCESS,Trace 1,62,1258.1297659873962
SUCCESS,Trace 1,62,1208.1029915809631
SUCCESS,Trace 1,62,1228.258295059204
SUCCESS,Trace 1,62,1228.1690526008606
SUCCESS,Trace 1,62,1258.1876373291016
SUCCESS,Trace 1,62,1308.1665301322937
SUCCESS,Trace 1,62,1333.2091331481934
SUCCESS,Trace 1,62,1243.201880455017
SUCCESS,Trace 1,62,1233.2349157333374
SUCCESS,Trace 1,62,1223.2349157333374
SUCCESS,Trace 1,62,1228.25829744339
SUCCESS,Trace 1,62,1223.2349133491516
SUCCESS,Trace 1,62,1228.224778175354
SUCCESS,Trace 1,62,1210.2931535243988
SUCCESS,Trace 1,62,1263.1664955615997
FAIL,Trace 1,5,72.42215991020203
SUCCESS,Trace 1,62,1213.1689524650574
SUCCESS,Trace 1,62,1325.3742980957031
SUCCESS,Trace 1,62,1273.0940163135529
SUCCESS,Trace 1,62,1263.0645298957825
SUCCESS,Trace 1,62,1208.2349133491516
SUCCESS,Trace 1,62,1218.055510520935
SUCCESS,Trace 1,62,1323.1875824928284
SUCCESS,Trace 1,62,1258.23495388031
SUCCESS,Trace 1,62,1243.2574439048767
SUCCESS,Trace 1,62,1268.1424832344055
SUCCESS,Trace 1,62,1227.806829214096
SUCCESS,Trace 1,62,1223.1525075435638
SUCCESS,Trace 1,62,1298.1647670269012
SUCCESS,Trace 1,62,1243.1876266002655
SUCCESS,Trace 1,62,1257.8857231140137
SUCCESS,Trace 1,62,1313.0946451425552
SUCCESS,Trace 1,62,1278.188225030899
SUCCESS,Trace 1,62,1232.8580176830292
SUCCESS,Trace 1,62,1308.2034718990326
SUCCESS,Trace 1,62,1203.2252395153046
